ForecastId,ConfirmedCases,Fatalities
152,525.0000000000001,21.000000000000004
153,525.0000000000001,21.000000000000004
154,525.0000000000001,21.000000000000004
155,525.0000000000001,21.000000000000004
156,525.0000000000001,21.000000000000004
157,525.0000000000001,21.000000000000004
158,525.0000000000001,21.000000000000004
159,525.0000000000001,21.000000000000004
160,525.0000000000001,21.000000000000004
161,525.0000000000001,21.000000000000004
162,525.0000000000001,21.000000000000004
163,525.0000000000001,21.000000000000004
164,525.0000000000001,21.000000000000004
165,525.0000000000001,21.000000000000004
166,525.0000000000001,21.000000000000004
167,525.0000000000001,21.000000000000004
168,525.0000000000001,21.000000000000004
169,525.0000000000001,21.000000000000004
170,525.0000000000001,21.000000000000004
171,525.0000000000001,21.000000000000004
172,525.0000000000001,21.000000000000004
173,3.0,0.0
174,3.999999999999999,0.0
175,5.0,0.0
176,6.999999999999998,2.0000000000000004
177,6.999999999999998,2.0000000000000004
178,6.999999999999998,2.0000000000000004
179,8.000000000000002,2.0000000000000004
180,8.000000000000002,2.0000000000000004
181,8.000000000000002,2.0000000000000004
182,10.000000000000002,2.0000000000000004
183,14.0,2.0000000000000004
184,16.0,2.0000000000000004
185,16.0,2.0000000000000004
186,16.0,2.0000000000000004
187,16.0,2.0000000000000004
188,16.0,2.0000000000000004
189,16.0,2.0000000000000004
190,16.0,2.0000000000000004
191,16.0,2.0000000000000004
192,16.0,2.0000000000000004
193,16.0,2.0000000000000004
194,16.0,2.0000000000000004
195,16.0,2.0000000000000004
196,16.0,2.0000000000000004
197,16.0,2.0000000000000004
198,16.0,2.0000000000000004
199,16.0,2.0000000000000004
200,16.0,2.0000000000000004
201,16.0,2.0000000000000004
202,16.0,2.0000000000000004
203,16.0,2.0000000000000004
204,16.0,2.0000000000000004
205,16.0,2.0000000000000004
206,16.0,2.0000000000000004
207,16.0,2.0000000000000004
208,16.0,2.0000000000000004
209,16.0,2.0000000000000004
210,16.0,2.0000000000000004
211,16.0,2.0000000000000004
212,16.0,2.0000000000000004
213,16.0,2.0000000000000004
214,16.0,2.0000000000000004
215,16.0,2.0000000000000004
216,6.999999999999998,0.0
217,6.999999999999998,0.0
218,6.999999999999998,0.0
219,6.999999999999998,0.0
220,6.999999999999998,0.0
221,6.999999999999998,0.0
222,6.999999999999998,0.0
223,6.999999999999998,0.0
224,14.999999999999998,0.0
225,14.999999999999998,0.0
226,14.999999999999998,0.0
227,14.999999999999998,0.0
228,18.999999999999996,1.0
229,18.999999999999996,1.0
230,18.999999999999996,1.0
231,18.999999999999996,1.0
232,18.999999999999996,1.0
233,18.999999999999996,1.0
234,18.999999999999996,1.0
235,18.999999999999996,1.0
236,18.999999999999996,1.0
237,18.999999999999996,1.0
238,18.999999999999996,1.0
239,18.999999999999996,1.0
240,18.999999999999996,1.0
241,18.999999999999996,1.0
242,18.999999999999996,1.0
243,18.999999999999996,1.0
244,18.999999999999996,1.0
245,18.999999999999996,1.0
246,18.999999999999996,1.0
247,18.999999999999996,1.0
248,18.999999999999996,1.0
249,18.999999999999996,1.0
250,18.999999999999996,1.0
251,18.999999999999996,1.0
252,18.999999999999996,1.0
253,18.999999999999996,1.0
254,18.999999999999996,1.0
255,18.999999999999996,1.0
256,18.999999999999996,1.0
257,18.999999999999996,1.0
258,18.999999999999996,1.0
259,502.0,9.000000000000002
260,588.9999999999998,12.999999999999996
261,690.0000000000002,17.999999999999996
262,744.9999999999997,18.999999999999996
263,1064.9999999999998,18.999999999999996
264,1064.9999999999998,18.999999999999996
265,1054.0000000000002,28.000000000000004
266,1054.0000000000002,28.000000000000004
267,1264.9999999999995,39.0
268,1450.9999999999998,39.0
269,1450.9999999999998,43.99999999999999
270,1553.9999999999998,47.99999999999999
271,1553.9999999999998,47.99999999999999
272,1553.9999999999998,47.99999999999999
273,1553.9999999999998,47.99999999999999
274,1553.9999999999998,47.99999999999999
275,1553.9999999999998,47.99999999999999
276,1553.9999999999998,47.99999999999999
277,1553.9999999999998,47.99999999999999
278,1553.9999999999998,47.99999999999999
279,1553.9999999999998,47.99999999999999
280,1553.9999999999998,47.99999999999999
281,1553.9999999999998,47.99999999999999
282,1553.9999999999998,47.99999999999999
283,1553.9999999999998,47.99999999999999
284,1553.9999999999998,47.99999999999999
285,1553.9999999999998,47.99999999999999
286,1553.9999999999998,47.99999999999999
287,1553.9999999999998,47.99999999999999
288,1553.9999999999998,47.99999999999999
289,1553.9999999999998,47.99999999999999
290,1553.9999999999998,47.99999999999999
291,1553.9999999999998,47.99999999999999
292,1553.9999999999998,47.99999999999999
293,1553.9999999999998,47.99999999999999
294,1553.9999999999998,47.99999999999999
295,1553.9999999999998,47.99999999999999
296,1553.9999999999998,47.99999999999999
297,1553.9999999999998,47.99999999999999
298,1553.9999999999998,47.99999999999999
299,1553.9999999999998,47.99999999999999
300,1553.9999999999998,47.99999999999999
301,1553.9999999999998,47.99999999999999
302,290.0000000000001,1.0
303,406.9999999999999,1.0
304,406.9999999999999,1.0
305,424.00000000000017,3.0
306,481.9999999999998,3.0
307,531.9999999999999,3.0
308,779.0000000000001,6.999999999999998
309,864.9999999999999,6.999999999999998
310,735.9999999999999,6.999999999999998
311,769.9999999999998,6.999999999999998
312,769.9999999999998,8.000000000000002
313,833.0000000000001,8.000000000000002
314,833.0000000000001,11.0
315,833.0000000000001,11.0
316,833.0000000000001,11.0
317,833.0000000000001,11.0
318,833.0000000000001,11.0
319,833.0000000000001,11.0
320,833.0000000000001,11.0
321,833.0000000000001,11.0
322,833.0000000000001,11.0
323,833.0000000000001,11.0
324,833.0000000000001,11.0
325,833.0000000000001,11.0
326,833.0000000000001,11.0
327,833.0000000000001,11.0
328,833.0000000000001,11.0
329,833.0000000000001,11.0
330,833.0000000000001,11.0
331,833.0000000000001,11.0
332,833.0000000000001,11.0
333,833.0000000000001,11.0
334,833.0000000000001,11.0
335,833.0000000000001,11.0
336,833.0000000000001,11.0
337,833.0000000000001,11.0
338,833.0000000000001,11.0
339,833.0000000000001,11.0
340,833.0000000000001,11.0
341,833.0000000000001,11.0
342,833.0000000000001,11.0
343,833.0000000000001,11.0
344,833.0000000000001,11.0
345,231.29570470396146,0.888175022589804
346,358.15456282776097,1.4494897427831779
347,194.35760808586542,1.0800838230519045
348,133.89918534926247,0.5704178024750197
349,207.90290621366472,0.7826024579660034
350,204.16024122724272,1.4595094858493631
351,231.2098788515091,1.6426195539300585
352,266.4851548131967,1.5602273756445477
353,233.1293299085015,2.464101615137754
354,364.8215417928094,3.170931549779616
355,275.2078728455836,1.8536385282275534
356,346.1904195357548,2.1219856413521447
357,224.0955134736147,2.731590344724128
358,224.0955134736147,2.731590344724128
359,224.0955134736147,2.731590344724128
360,224.0955134736147,2.731590344724128
361,224.0955134736147,2.731590344724128
362,224.0955134736147,2.731590344724128
363,224.0955134736147,2.731590344724128
364,224.0955134736147,2.731590344724128
365,224.0955134736147,2.731590344724128
366,224.0955134736147,2.731590344724128
367,224.0955134736147,2.731590344724128
368,224.0955134736147,2.731590344724128
369,224.0955134736147,2.731590344724128
370,224.0955134736147,2.731590344724128
371,224.0955134736147,2.731590344724128
372,224.0955134736147,2.731590344724128
373,224.0955134736147,2.731590344724128
374,224.0955134736147,2.731590344724128
375,224.0955134736147,2.731590344724128
376,224.0955134736147,2.731590344724128
377,224.0955134736147,2.731590344724128
378,224.0955134736147,2.731590344724128
379,224.0955134736147,2.731590344724128
380,224.0955134736147,2.731590344724128
381,224.0955134736147,2.731590344724128
382,224.0955134736147,2.731590344724128
383,224.0955134736147,2.731590344724128
384,224.0955134736147,2.731590344724128
385,224.0955134736147,2.731590344724128
386,224.0955134736147,2.731590344724128
387,224.0955134736147,2.731590344724128
388,231.29570470396146,0.888175022589804
389,358.15456282776097,1.4494897427831779
390,194.35760808586542,1.0800838230519045
391,133.89918534926247,0.5704178024750197
392,207.90290621366472,0.7826024579660034
393,204.16024122724272,1.4595094858493631
394,231.2098788515091,1.6426195539300585
395,266.4851548131967,1.5602273756445477
396,233.1293299085015,2.464101615137754
397,364.8215417928094,3.170931549779616
398,275.2078728455836,1.8536385282275534
399,346.1904195357548,2.1219856413521447
400,224.0955134736147,2.731590344724128
401,224.0955134736147,2.731590344724128
402,224.0955134736147,2.731590344724128
403,224.0955134736147,2.731590344724128
404,224.0955134736147,2.731590344724128
405,224.0955134736147,2.731590344724128
406,224.0955134736147,2.731590344724128
407,224.0955134736147,2.731590344724128
408,224.0955134736147,2.731590344724128
409,224.0955134736147,2.731590344724128
410,224.0955134736147,2.731590344724128
411,224.0955134736147,2.731590344724128
412,224.0955134736147,2.731590344724128
413,224.0955134736147,2.731590344724128
414,224.0955134736147,2.731590344724128
415,224.0955134736147,2.731590344724128
416,224.0955134736147,2.731590344724128
417,224.0955134736147,2.731590344724128
418,224.0955134736147,2.731590344724128
419,224.0955134736147,2.731590344724128
420,224.0955134736147,2.731590344724128
421,224.0955134736147,2.731590344724128
422,224.0955134736147,2.731590344724128
423,224.0955134736147,2.731590344724128
424,224.0955134736147,2.731590344724128
425,224.0955134736147,2.731590344724128
426,224.0955134736147,2.731590344724128
427,224.0955134736147,2.731590344724128
428,224.0955134736147,2.731590344724128
429,224.0955134736147,2.731590344724128
430,224.0955134736147,2.731590344724128
431,231.29570470396146,0.888175022589804
432,358.15456282776097,1.4494897427831779
433,194.35760808586542,1.0800838230519045
434,133.89918534926247,0.5704178024750197
435,207.90290621366472,0.7826024579660034
436,204.16024122724272,1.4595094858493631
437,231.2098788515091,1.6426195539300585
438,266.4851548131967,1.5602273756445477
439,233.1293299085015,2.464101615137754
440,364.8215417928094,3.170931549779616
441,275.2078728455836,1.8536385282275534
442,346.1904195357548,2.1219856413521447
443,224.0955134736147,2.731590344724128
444,224.0955134736147,2.731590344724128
445,224.0955134736147,2.731590344724128
446,224.0955134736147,2.731590344724128
447,224.0955134736147,2.731590344724128
448,224.0955134736147,2.731590344724128
449,224.0955134736147,2.731590344724128
450,224.0955134736147,2.731590344724128
451,224.0955134736147,2.731590344724128
452,224.0955134736147,2.731590344724128
453,224.0955134736147,2.731590344724128
454,224.0955134736147,2.731590344724128
455,224.0955134736147,2.731590344724128
456,224.0955134736147,2.731590344724128
457,224.0955134736147,2.731590344724128
458,224.0955134736147,2.731590344724128
459,224.0955134736147,2.731590344724128
460,224.0955134736147,2.731590344724128
461,224.0955134736147,2.731590344724128
462,224.0955134736147,2.731590344724128
463,224.0955134736147,2.731590344724128
464,224.0955134736147,2.731590344724128
465,224.0955134736147,2.731590344724128
466,224.0955134736147,2.731590344724128
467,224.0955134736147,2.731590344724128
468,224.0955134736147,2.731590344724128
469,224.0955134736147,2.731590344724128
470,224.0955134736147,2.731590344724128
471,224.0955134736147,2.731590344724128
472,224.0955134736147,2.731590344724128
473,224.0955134736147,2.731590344724128
474,231.29570470396146,0.888175022589804
475,358.15456282776097,1.4494897427831779
476,194.35760808586542,1.0800838230519045
477,133.89918534926247,0.5704178024750197
478,207.90290621366472,0.7826024579660034
479,204.16024122724272,1.4595094858493631
480,231.2098788515091,1.6426195539300585
481,266.4851548131967,1.5602273756445477
482,233.1293299085015,2.464101615137754
483,364.8215417928094,3.170931549779616
484,275.2078728455836,1.8536385282275534
485,346.1904195357548,2.1219856413521447
486,224.0955134736147,2.731590344724128
487,224.0955134736147,2.731590344724128
488,224.0955134736147,2.731590344724128
489,224.0955134736147,2.731590344724128
490,224.0955134736147,2.731590344724128
491,224.0955134736147,2.731590344724128
492,224.0955134736147,2.731590344724128
493,224.0955134736147,2.731590344724128
494,224.0955134736147,2.731590344724128
495,224.0955134736147,2.731590344724128
496,224.0955134736147,2.731590344724128
497,224.0955134736147,2.731590344724128
498,224.0955134736147,2.731590344724128
499,224.0955134736147,2.731590344724128
500,224.0955134736147,2.731590344724128
501,224.0955134736147,2.731590344724128
502,224.0955134736147,2.731590344724128
503,224.0955134736147,2.731590344724128
504,224.0955134736147,2.731590344724128
505,224.0955134736147,2.731590344724128
506,224.0955134736147,2.731590344724128
507,224.0955134736147,2.731590344724128
508,224.0955134736147,2.731590344724128
509,224.0955134736147,2.731590344724128
510,224.0955134736147,2.731590344724128
511,224.0955134736147,2.731590344724128
512,224.0955134736147,2.731590344724128
513,224.0955134736147,2.731590344724128
514,224.0955134736147,2.731590344724128
515,224.0955134736147,2.731590344724128
516,224.0955134736147,2.731590344724128
517,231.29570470396146,0.888175022589804
518,358.15456282776097,1.4494897427831779
519,194.35760808586542,1.0800838230519045
520,133.89918534926247,0.5704178024750197
521,207.90290621366472,0.7826024579660034
522,204.16024122724272,1.4595094858493631
523,231.2098788515091,1.6426195539300585
524,266.4851548131967,1.5602273756445477
525,233.1293299085015,2.464101615137754
526,364.8215417928094,3.170931549779616
527,275.2078728455836,1.8536385282275534
528,346.1904195357548,2.1219856413521447
529,224.0955134736147,2.731590344724128
530,224.0955134736147,2.731590344724128
531,224.0955134736147,2.731590344724128
532,224.0955134736147,2.731590344724128
533,224.0955134736147,2.731590344724128
534,224.0955134736147,2.731590344724128
535,224.0955134736147,2.731590344724128
536,224.0955134736147,2.731590344724128
537,224.0955134736147,2.731590344724128
538,224.0955134736147,2.731590344724128
539,224.0955134736147,2.731590344724128
540,224.0955134736147,2.731590344724128
541,224.0955134736147,2.731590344724128
542,224.0955134736147,2.731590344724128
543,224.0955134736147,2.731590344724128
544,224.0955134736147,2.731590344724128
545,224.0955134736147,2.731590344724128
546,224.0955134736147,2.731590344724128
547,224.0955134736147,2.731590344724128
548,224.0955134736147,2.731590344724128
549,224.0955134736147,2.731590344724128
550,224.0955134736147,2.731590344724128
551,224.0955134736147,2.731590344724128
552,224.0955134736147,2.731590344724128
553,224.0955134736147,2.731590344724128
554,224.0955134736147,2.731590344724128
555,224.0955134736147,2.731590344724128
556,224.0955134736147,2.731590344724128
557,224.0955134736147,2.731590344724128
558,224.0955134736147,2.731590344724128
559,224.0955134736147,2.731590344724128
560,231.29570470396146,0.888175022589804
561,358.15456282776097,1.4494897427831779
562,194.35760808586542,1.0800838230519045
563,133.89918534926247,0.5704178024750197
564,207.90290621366472,0.7826024579660034
565,204.16024122724272,1.4595094858493631
566,231.2098788515091,1.6426195539300585
567,266.4851548131967,1.5602273756445477
568,233.1293299085015,2.464101615137754
569,364.8215417928094,3.170931549779616
570,275.2078728455836,1.8536385282275534
571,346.1904195357548,2.1219856413521447
572,224.0955134736147,2.731590344724128
573,224.0955134736147,2.731590344724128
574,224.0955134736147,2.731590344724128
575,224.0955134736147,2.731590344724128
576,224.0955134736147,2.731590344724128
577,224.0955134736147,2.731590344724128
578,224.0955134736147,2.731590344724128
579,224.0955134736147,2.731590344724128
580,224.0955134736147,2.731590344724128
581,224.0955134736147,2.731590344724128
582,224.0955134736147,2.731590344724128
583,224.0955134736147,2.731590344724128
584,224.0955134736147,2.731590344724128
585,224.0955134736147,2.731590344724128
586,224.0955134736147,2.731590344724128
587,224.0955134736147,2.731590344724128
588,224.0955134736147,2.731590344724128
589,224.0955134736147,2.731590344724128
590,224.0955134736147,2.731590344724128
591,224.0955134736147,2.731590344724128
592,224.0955134736147,2.731590344724128
593,224.0955134736147,2.731590344724128
594,224.0955134736147,2.731590344724128
595,224.0955134736147,2.731590344724128
596,224.0955134736147,2.731590344724128
597,224.0955134736147,2.731590344724128
598,224.0955134736147,2.731590344724128
599,224.0955134736147,2.731590344724128
600,224.0955134736147,2.731590344724128
601,224.0955134736147,2.731590344724128
602,224.0955134736147,2.731590344724128
603,231.29570470396146,0.888175022589804
604,358.15456282776097,1.4494897427831779
605,194.35760808586542,1.0800838230519045
606,133.89918534926247,0.5704178024750197
607,207.90290621366472,0.7826024579660034
608,204.16024122724272,1.4595094858493631
609,231.2098788515091,1.6426195539300585
610,266.4851548131967,1.5602273756445477
611,233.1293299085015,2.464101615137754
612,364.8215417928094,3.170931549779616
613,275.2078728455836,1.8536385282275534
614,346.1904195357548,2.1219856413521447
615,224.0955134736147,2.731590344724128
616,224.0955134736147,2.731590344724128
617,224.0955134736147,2.731590344724128
618,224.0955134736147,2.731590344724128
619,224.0955134736147,2.731590344724128
620,224.0955134736147,2.731590344724128
621,224.0955134736147,2.731590344724128
622,224.0955134736147,2.731590344724128
623,224.0955134736147,2.731590344724128
624,224.0955134736147,2.731590344724128
625,224.0955134736147,2.731590344724128
626,224.0955134736147,2.731590344724128
627,224.0955134736147,2.731590344724128
628,224.0955134736147,2.731590344724128
629,224.0955134736147,2.731590344724128
630,224.0955134736147,2.731590344724128
631,224.0955134736147,2.731590344724128
632,224.0955134736147,2.731590344724128
633,224.0955134736147,2.731590344724128
634,224.0955134736147,2.731590344724128
635,224.0955134736147,2.731590344724128
636,224.0955134736147,2.731590344724128
637,224.0955134736147,2.731590344724128
638,224.0955134736147,2.731590344724128
639,224.0955134736147,2.731590344724128
640,224.0955134736147,2.731590344724128
641,224.0955134736147,2.731590344724128
642,224.0955134736147,2.731590344724128
643,224.0955134736147,2.731590344724128
644,224.0955134736147,2.731590344724128
645,224.0955134736147,2.731590344724128
646,231.29570470396146,0.888175022589804
647,358.15456282776097,1.4494897427831779
648,194.35760808586542,1.0800838230519045
649,133.89918534926247,0.5704178024750197
650,207.90290621366472,0.7826024579660034
651,204.16024122724272,1.4595094858493631
652,231.2098788515091,1.6426195539300585
653,266.4851548131967,1.5602273756445477
654,233.1293299085015,2.464101615137754
655,364.8215417928094,3.170931549779616
656,275.2078728455836,1.8536385282275534
657,346.1904195357548,2.1219856413521447
658,224.0955134736147,2.731590344724128
659,224.0955134736147,2.731590344724128
660,224.0955134736147,2.731590344724128
661,224.0955134736147,2.731590344724128
662,224.0955134736147,2.731590344724128
663,224.0955134736147,2.731590344724128
664,224.0955134736147,2.731590344724128
665,224.0955134736147,2.731590344724128
666,224.0955134736147,2.731590344724128
667,224.0955134736147,2.731590344724128
668,224.0955134736147,2.731590344724128
669,224.0955134736147,2.731590344724128
670,224.0955134736147,2.731590344724128
671,224.0955134736147,2.731590344724128
672,224.0955134736147,2.731590344724128
673,224.0955134736147,2.731590344724128
674,224.0955134736147,2.731590344724128
675,224.0955134736147,2.731590344724128
676,224.0955134736147,2.731590344724128
677,224.0955134736147,2.731590344724128
678,224.0955134736147,2.731590344724128
679,224.0955134736147,2.731590344724128
680,224.0955134736147,2.731590344724128
681,224.0955134736147,2.731590344724128
682,224.0955134736147,2.731590344724128
683,224.0955134736147,2.731590344724128
684,224.0955134736147,2.731590344724128
685,224.0955134736147,2.731590344724128
686,224.0955134736147,2.731590344724128
687,224.0955134736147,2.731590344724128
688,224.0955134736147,2.731590344724128
689,7656.9999999999945,45.0
690,7656.9999999999945,58.000000000000014
691,7656.9999999999945,68.00000000000001
692,9617.999999999993,71.0
693,9617.999999999993,107.99999999999997
694,10180.0,127.99999999999997
695,10180.0,127.99999999999997
696,11128.999999999995,158.0
697,11523.999999999993,168.0
698,11781.000000000007,186.00000000000003
699,12050.999999999998,204.00000000000006
700,12296.99999999999,219.99999999999991
701,12296.99999999999,219.99999999999991
702,12296.99999999999,219.99999999999991
703,12296.99999999999,219.99999999999991
704,12296.99999999999,219.99999999999991
705,12296.99999999999,219.99999999999991
706,12296.99999999999,219.99999999999991
707,12296.99999999999,219.99999999999991
708,12296.99999999999,219.99999999999991
709,12296.99999999999,219.99999999999991
710,12296.99999999999,219.99999999999991
711,12296.99999999999,219.99999999999991
712,12296.99999999999,219.99999999999991
713,12296.99999999999,219.99999999999991
714,12296.99999999999,219.99999999999991
715,12296.99999999999,219.99999999999991
716,12296.99999999999,219.99999999999991
717,12296.99999999999,219.99999999999991
718,12296.99999999999,219.99999999999991
719,12296.99999999999,219.99999999999991
720,12296.99999999999,219.99999999999991
721,12296.99999999999,219.99999999999991
722,12296.99999999999,219.99999999999991
723,12296.99999999999,219.99999999999991
724,12296.99999999999,219.99999999999991
725,12296.99999999999,219.99999999999991
726,12296.99999999999,219.99999999999991
727,12296.99999999999,219.99999999999991
728,12296.99999999999,219.99999999999991
729,12296.99999999999,219.99999999999991
730,12296.99999999999,219.99999999999991
731,12296.99999999999,219.99999999999991
732,121.99999999999994,3.0
733,121.99999999999994,5.0
734,121.99999999999994,5.999999999999999
735,208.99999999999994,3.999999999999999
736,273.00000000000006,3.999999999999999
737,298.0000000000001,5.0
738,359.00000000000006,5.0
739,359.00000000000006,5.0
740,443.0,5.0
741,479.0,5.0
742,584.0000000000002,6.999999999999998
743,662.0,6.999999999999998
744,742.9999999999998,11.0
745,742.9999999999998,11.0
746,742.9999999999998,11.0
747,742.9999999999998,11.0
748,742.9999999999998,11.0
749,742.9999999999998,11.0
750,742.9999999999998,11.0
751,742.9999999999998,11.0
752,742.9999999999998,11.0
753,742.9999999999998,11.0
754,742.9999999999998,11.0
755,742.9999999999998,11.0
756,742.9999999999998,11.0
757,742.9999999999998,11.0
758,742.9999999999998,11.0
759,742.9999999999998,11.0
760,742.9999999999998,11.0
761,742.9999999999998,11.0
762,742.9999999999998,11.0
763,742.9999999999998,11.0
764,742.9999999999998,11.0
765,742.9999999999998,11.0
766,742.9999999999998,11.0
767,742.9999999999998,11.0
768,742.9999999999998,11.0
769,742.9999999999998,11.0
770,742.9999999999998,11.0
771,742.9999999999998,11.0
772,742.9999999999998,11.0
773,742.9999999999998,11.0
774,742.9999999999998,11.0
775,9.000000000000002,0.0
776,10.000000000000002,0.0
777,10.000000000000002,0.0
778,11.0,0.0
779,14.0,0.0
780,21.000000000000004,1.0
781,21.000000000000004,1.0
782,23.999999999999996,1.0
783,23.999999999999996,1.0
784,28.000000000000004,3.999999999999999
785,28.000000000000004,3.999999999999999
786,29.000000000000004,5.0
787,33.00000000000001,5.999999999999999
788,33.00000000000001,5.999999999999999
789,33.00000000000001,5.999999999999999
790,33.00000000000001,5.999999999999999
791,33.00000000000001,5.999999999999999
792,33.00000000000001,5.999999999999999
793,33.00000000000001,5.999999999999999
794,33.00000000000001,5.999999999999999
795,33.00000000000001,5.999999999999999
796,33.00000000000001,5.999999999999999
797,33.00000000000001,5.999999999999999
798,33.00000000000001,5.999999999999999
799,33.00000000000001,5.999999999999999
800,33.00000000000001,5.999999999999999
801,33.00000000000001,5.999999999999999
802,33.00000000000001,5.999999999999999
803,33.00000000000001,5.999999999999999
804,33.00000000000001,5.999999999999999
805,33.00000000000001,5.999999999999999
806,33.00000000000001,5.999999999999999
807,33.00000000000001,5.999999999999999
808,33.00000000000001,5.999999999999999
809,33.00000000000001,5.999999999999999
810,33.00000000000001,5.999999999999999
811,33.00000000000001,5.999999999999999
812,33.00000000000001,5.999999999999999
813,33.00000000000001,5.999999999999999
814,33.00000000000001,5.999999999999999
815,33.00000000000001,5.999999999999999
816,33.00000000000001,5.999999999999999
817,33.00000000000001,5.999999999999999
818,458.00000000000006,3.999999999999999
819,466.00000000000006,3.999999999999999
820,476.00000000000017,3.999999999999999
821,498.99999999999983,3.999999999999999
822,515.0,3.999999999999999
823,515.0,3.999999999999999
824,515.0,3.999999999999999
825,494.0,3.999999999999999
826,579.0,3.999999999999999
827,688.0000000000001,3.999999999999999
828,688.0000000000001,3.999999999999999
829,688.0000000000001,5.0
830,811.0,5.0
831,811.0,5.0
832,811.0,5.0
833,811.0,5.0
834,811.0,5.0
835,811.0,5.0
836,811.0,5.0
837,811.0,5.0
838,811.0,5.0
839,811.0,5.0
840,811.0,5.0
841,811.0,5.0
842,811.0,5.0
843,811.0,5.0
844,811.0,5.0
845,811.0,5.0
